"concept_id","sex","age_group","patient_count_d1","patient_count_d2","denominator_d1","denominator_d2","prevalence_d1","prevalence_d2","log2_pr","se","ci_low","ci_high","ci_width","fold_diff","fold_ci_low","fold_ci_high","fold_ci_width","fold_symmetric","z","p_value","sig","meta_model_type","n_strata"
618912,"F","40-49",24,22,117935,107481,0.000203501929028702,0.000204687340088016,0.012066060823944,0.429918384881621,-0.830558489835663,0.854690611483551,1.68524910131921,1.00839862828344,0.562311520612784,1.80837090518044,1.24605938456765,1.00839862828344,0.0280659335544964,0.977609564449355,FALSE,"Random-Effects",4
618912,"F","50-59",44,37,179491,143926,0.000245137639213108,0.000257076553228743,0.0916176582363602,0.328695803457303,-0.552614278409409,0.735849594882129,1.28846387329154,1.06556430373535,0.681783562178573,1.66537791226127,0.983594350082701,1.06556430373535,0.278730842538004,0.780451391235158,FALSE,"Random-Effects",6
618912,"F","60-69",90,73,256062,166310,0.000351477376572861,0.000438939330166556,0.363243673760594,0.228506519941548,-0.0846208755574249,0.811108223078612,0.895729098636037,1.28631472593078,0.943032321916197,1.75455870991177,0.811526387995577,1.28631472593078,1.58964249183573,0.111915413293445,FALSE,"Random-Effects",9
618912,"F","70-79",11,9,21919,9386,0.000501847712030658,0.000958874920093757,0.934092997743708,0.648198944941423,-0.336353589158342,2.20453958464576,2.5408931738041,1.91068903395773,0.792040666419742,4.60927416894984,3.8172335025301,1.91068903395773,1.44105911469529,0.149567982850364,FALSE,"Pass-Through",1
618912,"M","20-29",24,15,69521,32198,0.000345219430100257,0.000465867445182931,0.449574578680349,0.481226932608847,-0.493612877623675,1.39276203498437,1.88637491260805,1.3656374987514,0.710244235517136,2.62580910162275,1.91556486610562,1.3656374987514,0.934225722245213,0.35018746995268,FALSE,"Random-Effects",2
618912,"M","30-39",18,12,67059,31812,0.000268420346262247,0.000377216144851,0.491255124322188,0.537570830966633,-0.562364343511682,1.54487459215606,2.10723893566774,1.40566725460548,0.67719144672722,2.91778704562703,2.24059559889981,1.40566725460548,0.913842597149175,0.360799559878355,FALSE,"Random-Effects",2
618912,"M","40-49",14,11,61689,29502,0.000226944836194459,0.000372856077554064,0.720851804371379,0.585149096524209,-0.426019350402223,1.86772295914498,2.2937423095472,1.64815486046552,0.744312644291425,3.64956106134955,2.90524841705813,1.64815486046552,1.23191133448423,0.217982206934905,FALSE,"Random-Effects",2
618912,"M","50-59",6,5,27004,10534,0.000222189305288105,0.000474653502942852,1.09508535360598,0.873438013960836,-0.616821696485454,2.80699240369741,3.42381410018286,2.13625719891147,0.65210595680152,6.99824127091984,6.34613531411832,2.13625719891147,1.25376424669224,0.20992770814046,FALSE,"Pass-Through",1
761970,"F","10-19",11,13,42579,19004,0.000258343314779586,0.000684066512313197,1.40771217721695,0.598696282312732,0.234289026205966,2.58113532822792,2.34684630202196,2.65316091336823,1.17632688930967,5.98410433034983,4.80777744104016,2.65316091336823,2.35129600567925,0.0187081446141438,TRUE,"Random-Effects",2
761970,"F","20-29",157,213,347890,250878,0.000451292075081204,0.000849018247913328,0.914994384701237,0.154252580646744,0.61266488211126,1.21732388729121,0.604659005179955,1.88556173278507,1.52908105247588,2.32515015628939,0.796069103813501,1.88556173278507,5.93179304271532,2.99644174841082e-09,TRUE,"Random-Effects",13
761970,"F","30-39",223,318,417777,354413,0.000533777589479555,0.000897258283415112,0.745849543986139,0.126745803318073,0.497432334291119,0.99426675368116,0.496834419390041,1.67696147253282,1.41169882564287,1.9920678046033,0.580368978960437,1.67696147253282,5.88460938714005,3.9899518082081e-09,TRUE,"Random-Effects",13
761970,"F","40-49",425,586,387796,352668,0.00109593703906177,0.00166161942676965,0.59807694093949,0.0921733423715943,0.417420509556486,0.778733372322495,0.361312862766009,1.51369751841764,1.33553752238667,1.71562396327818,0.380086440891509,1.51369751841764,6.48861075828584,8.66314591398637e-11,TRUE,"Random-Effects",13
761970,"F","50-59",614,799,384882,319771,0.0015952941421007,0.00249866310578508,0.649722068353343,0.0776703966016451,0.497490888349176,0.80195324835751,0.304462360008333,1.56886592852148,1.41175612283329,1.743459979997,0.331703857163709,1.56886592852148,8.36511845929703,6.00545587337229e-17,TRUE,"Random-Effects",13
761970,"F","60-69",426,465,371433,245621,0.00114690940223405,0.00189316060108867,0.75028414543477,0.0972015322944177,0.559772642895605,0.940795647973936,0.381023005078331,1.68212409997484,1.47403690265706,1.91958660099737,0.445549698340308,1.68212409997484,7.71885100702121,1.17383017040423e-14,TRUE,"Random-Effects",13
761970,"F","70-79",134,106,271825,122051,0.000492964223305435,0.000868489401971307,0.908354667761316,0.190280483421294,0.535411773294709,1.28129756222792,0.745885788933214,1.87690374859939,1.44935576992177,2.43057484891827,0.981219078996501,1.87690374859939,4.77376686998507,1.80811676780758e-06,TRUE,"Random-Effects",12
761970,"M","10-19",11,12,44382,10476,0.000247848226758596,0.0011454753722795,2.20842230703581,0.607069359968132,1.01858822538049,3.39825638869113,2.37966816331064,4.62169580732784,2.02593547444209,10.5433131533244,8.5173776788823,4.62169580732784,3.63784182280545,0.000274932179815165,TRUE,"Random-Effects",2
761970,"M","20-29",276,209,371950,148199,0.000742035219787606,0.00141026592622082,0.916293970878234,0.133789767450017,0.654070845176212,1.17851709658026,0.524446251404045,1.88726102051669,1.57360216232874,2.2634400516397,0.689837889310957,1.88726102051669,6.84875972462211,7.44929912837003e-12,TRUE,"Random-Effects",13
761970,"M","30-39",520,416,450179,214081,0.00115509608400214,0.00194318972725277,0.75226913072359,0.0950635793134181,0.565947939027824,0.938590322419357,0.372642383391533,1.68444010549857,1.48035987689389,1.91665453333237,0.436294656438478,1.68444010549857,7.91332638805247,2.50601221976859e-15,TRUE,"Random-Effects",13
761970,"M","40-49",641,600,398693,189311,0.00160775333401891,0.00316938793836597,0.978118049008461,0.0820434659632219,0.817315810553708,1.13892028746321,0.321604476909505,1.96989406644327,1.76212444070763,2.20216151786085,0.440037077153214,1.96989406644327,11.9219493901797,9.09551001736973e-33,TRUE,"Random-Effects",13
761970,"M","50-59",511,469,352310,154689,0.00145042718060799,0.00303188979177576,1.05724488918244,0.09250558877235,0.875937266819966,1.23855251154492,0.362615244724958,2.08095373298941,1.83519996228788,2.35961667819787,0.524416715909988,2.08095373298941,11.4289839480321,2.99593805915659e-30,TRUE,"Random-Effects",13
761970,"M","60-69",206,216,283100,109048,0.000727658071352879,0.00198077910644854,1.44970836303075,0.141879946251366,1.17162877824959,1.72778794781191,0.556159169562312,2.73152828650966,2.25265874784228,3.31219577184036,1.05953702399808,2.73152828650966,10.2178524966617,1.64954697452962e-24,TRUE,"Random-Effects",13
763457,"F","30-39",24,18,64017,51272,0.000374900417076714,0.000351068809486659,-0.0839694174666571,0.453368860337986,-0.97255605544108,0.804617220507766,1.77717327594885,0.943458250297009,0.509602388479749,1.74668229618956,1.23707990770981,1.05993031454777,-0.185212141398635,0.853062646386323,FALSE,"Random-Effects",2
