"concept_id","relationship","target_concept_id","target_concept_name"
75709,"morphology",4213471,"Third degree burn injury"
75860,"finding_site",4034270,"Intestinal structure"
75865,"finding_site",4047487,"Urinary system structure"
75897,"finding_site",36695780,"Joint structure of multiple body sites"
75908,"finding_site",4198252,"Bone structure of spine"
75909,"finding_site",4154333,"Bone structure"
75910,"finding_site",4154333,"Bone structure"
75911,"finding_site",4100790,"First metatarsophalangeal joint structure"
75911,"morphology",4132278,"Valgus deformity"
75911,"occurrence",35624340,"Period of life between birth and death"
75920,"finding_site",4154333,"Bone structure"
75920,"morphology",4253008,"Inflammatory morphology"
75920,"morphology",4184624,"Sclerosis"
75942,"finding_site",4011851,"Bone structure of rib"
75942,"morphology",4178756,"Fracture, open"
76022,"causative_agent",4178438,"Phylum Amoebozoa"
76022,"finding_site",4215634,"Colon structure"
76022,"morphology",4053015,"Inflammation"
76022,"morphology",4253008,"Inflammatory morphology"
76022,"pathology",40484098,"Parasitic process"
76191,"finding_site",4165266,"Upper arm structure"
76196,"clinical_course",4113136,"Recurrent"
76196,"finding_site",4214466,"Joint structure"
76196,"morphology",4053015,"Inflammation"
76196,"morphology",4253008,"Inflammatory morphology"
76221,"finding_site",4298444,"Breast structure"
76221,"morphology",4053015,"Inflammation"
76221,"morphology",4253008,"Inflammatory morphology"
76221,"occurrence",4114528,"Neonatal"
76221,"pathology",40480911,"Infectious process"
76349,"finding_site",4047487,"Urinary system structure"
76349,"morphology",37153816,"Malignant neoplasm"
76349,"morphology",4312326,"Neoplasm, malignant (primary)"
76349,"pathology",37157802,"Primary malignant neoplastic proliferation"
76482,"finding_site",4097520,"Structure of product of conception"
76482,"morphology",4279837,"Retention"
76482,"occurrence",4112266,"Maternal postpartum"
76492,"finding_site",4219902,"Digit structure"
76492,"morphology",4299470,"Cellulitis"
76503,"finding_site",4061541,"Shoulder region structure"
76503,"morphology",4237281,"Contracture"
76508,"finding_site",4133963,"Skeletal muscle structure"
76508,"morphology",4253008,"Inflammatory morphology"
76508,"pathology",40480911,"Infectious process"
76611,"finding_site",4061541,"Shoulder region structure"
76611,"morphology",4078068,"Traumatic abnormality"
76685,"finding_site",4135227,"Neuromuscular junction"
76685,"finding_site",4133963,"Skeletal muscle structure"
76685,"pathology",4139804,"Autoimmune process"
76685,"pathology",43021965,"Hypersensitivity process"
76725,"finding_site",4202233,"Anal structure"
76725,"morphology",4188633,"Fissure"
76784,"finding_site",4214466,"Joint structure"
76784,"morphology",4179955,"Hemorrhage"
76786,"finding_site",4169744,"Knee joint structure"
76786,"morphology",4175951,"Morphologically abnormal structure"
76790,"finding_site",4048234,"Structure of ligament of joint"
76801,"finding_site",4154333,"Bone structure"
76801,"morphology",4099541,"Congenital dysplasia"
76801,"morphology",37311490,"Fibrous dysplasia"
76801,"occurrence",4116830,"Congenital"
76914,"finding_site",4154333,"Bone structure"
76914,"morphology",37153816,"Malignant neoplasm"
76914,"morphology",4312326,"Neoplasm, malignant (primary)"
76914,"pathology",37157802,"Primary malignant neoplastic proliferation"
76924,"finding_site",4180566,"Structure of ureteral orifice"
76924,"morphology",37153816,"Malignant neoplasm"
76924,"morphology",4312326,"Neoplasm, malignant (primary)"
76924,"pathology",37157802,"Primary malignant neoplastic proliferation"
77030,"finding_site",4298444,"Breast structure"
77074,"finding_site",4214466,"Joint structure"
77076,"finding_site",4133963,"Skeletal muscle structure"
77076,"morphology",4042921,"Separation"
77079,"finding_site",4268012,"Spinal canal structure"
77079,"morphology",4217691,"Stenosis"
77124,"finding_site",4147990,"Bone structure of scaphoid"
77124,"morphology",4178756,"Fracture, open"
77162,"finding_site",4142359,"Ankle region structure"
77162,"morphology",4078068,"Traumatic abnormality"
77234,"finding_site",4215634,"Colon structure"
77234,"morphology",4305589,"Neoplasm, benign"
77317,"causative_agent",4020630,"Bacteria antigen"
77317,"clinical_course",4236661,"Chronic"
77317,"finding_site",4144541,"Rectum structure"
77317,"finding_site",4244588,"Sigmoid colon structure"
77317,"morphology",4267601,"Chronic ulcerative inflammation"
77317,"pathology",35626098,"Dysregulated host response"
77340,"finding_site",4069509,"Structure of genitourinary system"
77340,"pathology",40480911,"Infectious process"
77357,"finding_site",4292088,"Bone structure of acetabulum"
77357,"morphology",4012790,"Protrusion"
77365,"finding_site",4154333,"Bone structure"
77365,"morphology",4134893,"Demineralized structure"
77373,"finding_site",4082516,"Hip joint structure"
77373,"morphology",4263843,"Deformity"
77373,"occurrence",4116830,"Congenital"
77373,"pathology",4204670,"Pathological developmental process"
77517,"finding_site",4196209,"Bone structure of scapula"
77517,"finding_site",4267562,"Structure of long bone of upper limb"
77517,"morphology",4305589,"Neoplasm, benign"
77630,"finding_site",4061541,"Shoulder region structure"
77635,"finding_site",4310976,"Hand structure"
77639,"finding_site",4044884,"Cervical spine joint structure"
77639,"morphology",4140663,"Degeneration"
