concept_id,relationship,relationship_id,target_concept_id,target_concept_name
4121859,device,Using device,4130103,External fixation system
4121863,device,Using device,4049103,Arthroscope
4122234,device,Using acc device,4290594,Endoscope
4122234,device,Has dir device,45763425,Gastrostomy tube
4122596,device,Using device,4097825,Surgical suture
4123569,device,Has dir device,4118292,Gastrointestinal tube
4123735,device,Using device,4207031,Digestive endoscope
4123735,device,Using device,45767882,Enteroscope
4123999,device,Using device,4038662,Biopsy needle
4124526,device,Using device,4120689,Rigid endoscope
4124529,device,Using device,4097825,Surgical suture
4124557,device,Using device,4049103,Arthroscope
4125163,device,Has dir device,4205702,Prosthesis
4127240,device,Using device,4106960,Hysteroscope
4127887,device,Using device,4313302,Laparoscope
4128031,device,Using device,4237304,Instrument
4128302,device,Using device,4146953,Mediastinoscope
4128560,device,Using device,4207031,Digestive endoscope
4128560,device,Using device,45767882,Enteroscope
4129658,device,Has dir device,4117424,Esophageal tubal prosthesis
4129658,device,Using acc device,4284400,Esophagoscope
4130185,device,Using device,4313302,Laparoscope
4132403,device,Using device,4097825,Surgical suture
4134709,device,Using device,4290594,Endoscope
4134857,device,Has dir device,4281994,Hip prosthesis
4135206,device,Has dir device,4188085,Pessary
4137375,device,Has dir device,4205702,Prosthesis
4137700,device,Has dir device,4217646,Implantable defibrillator
4138868,device,Has dir device,4126168,Total hip replacement prosthesis
4138870,device,Has dir device,4196441,Total knee joint prosthesis
4138872,device,Has dir device,4196441,Total knee joint prosthesis
4139773,device,Has dir device,4093739,Neurostimulator
4140473,device,Using device,4313572,Electrocardiographic monitor and recorder
4140707,device,Using device,4290594,Endoscope
4140707,device,Using acc device,4290594,Endoscope
4141448,device,Using device,45760465,External beam radiation therapy radionuclide system
4141907,device,Has dir device,4149433,Orthopedic internal fixation system
4141919,device,Has dir device,4121351,Chest drain
4142080,device,Has dir device,4230997,Humeral head prosthesis
4142889,device,Has indir device,4281994,Hip prosthesis
4143164,device,Using device,4128275,Cryoprobe
4143509,device,Using acc device,4048015,Cystoscope
4143509,device,Using device,4048015,Cystoscope
4143660,device,Using device,4097825,Surgical suture
4143985,device,Using device,45761018,Video capsule endoscopy system capsule
4144197,device,Using device,4313302,Laparoscope
4144432,device,Has dir device,4126168,Total hip replacement prosthesis
4144552,device,Has dir device,4230997,Humeral head prosthesis
4144573,device,Has dir device,4123454,Anterior chamber drainage tube
4144797,device,Using device,4313302,Laparoscope
4144800,device,Using device,4313302,Laparoscope
4144899,device,Has dir device,4217646,Implantable defibrillator
4144921,device,Has dir device,4030875,Cardiac pacemaker
4145382,device,Has dir device,45762009,Anchored bone-conduction hearing aid
4145382,device,Has dir device,4142300,Bone anchored hearing aid
4146045,device,Using device,45768386,Aspiration needle
4146072,device,Using device,4046730,Laser device
4146391,device,Using device,4097825,Surgical suture
4147839,device,Using device,4313302,Laparoscope
4149327,device,Has dir device,4041473,Pacemaker pulse generator
4149930,device,Using device,45768386,Aspiration needle
4150502,device,Using device,45768386,Aspiration needle
4150538,device,Using device,4232823,Suction equipment
4150737,device,Has dir device,4215980,Ophthalmic prosthesis
4150990,device,Has dir device,4281994,Hip prosthesis
4151765,device,Has dir device,4097825,Surgical suture
4154104,device,Using device,4046730,Laser device
4154603,device,Has dir device,4223622,Implant
4155600,device,Has dir device,4158243,Scleral buckle (device)
4157076,device,Using device,4149433,Orthopedic internal fixation system
4159965,device,Has dir device,4130094,Posterior chamber lens
4160183,device,Using device,45768386,Aspiration needle
4160269,device,Has dir device,4042424,Splint
4160270,device,Has dir device,4042424,Splint
4160418,device,Using device,4080458,Artificial cardiac valve prosthesis
4160418,device,Has dir device,45768116,Mechanical cardiac valve prosthesis
4163842,device,Using device,4290594,Endoscope
4163971,device,Using device,4313302,Laparoscope
4164278,device,Has dir device,4060422,Catheter
4164726,device,Using acc device,4146953,Mediastinoscope
4164726,device,Using device,4146953,Mediastinoscope
4164731,device,Has dir device,4231012,Supporting suppository
4165348,device,Has dir device,4205127,Penile prosthesis
4165384,device,Has dir device,4102679,Cardiac valve prosthesis
4165535,device,Using device,45761109,Therapeutic positive pressure breathing ventilator
4166132,device,Using device,4206270,Ophthalmoscope
4166711,device,Has dir device,4232668,Nasolacrimal duct tube
4167262,device,Using device,4038662,Biopsy needle
4168082,device,Using device,4272781,"Surgical metal nail, device"
4168528,device,Has dir device,4218005,Tympanic ventilation tube
4170407,device,Using device,4253067,Probe
4170872,device,Using device,4097825,Surgical suture
4171183,device,Using device,4290594,Endoscope
4171571,device,Using device,4169907,Proctoscope
4171863,device,Using device,4044383,Fine biopsy needle
4173008,device,Using device,45767899,Brain electrical stimulation system
4173506,device,Using device,4038662,Biopsy needle
4173589,device,Using acc device,4260387,Laryngoscope
4173589,device,Using device,4260387,Laryngoscope
4173712,device,Has dir device,4085258,Biologic cardiac valve prosthesis
4176323,device,Has dir device,4230987,Arterial stent
4176717,device,Using device,4220610,Flexible fiberoptic laryngoscope
4176809,device,Using acc device,4290594,Endoscope
4176809,device,Using device,4290594,Endoscope
4177224,device,Using device,45768197,Ventilator
4177376,device,Using device,4313302,Laparoscope
4178798,device,Using device,4097825,Surgical suture
4178833,device,Using device,45768386,Aspiration needle
4178834,device,Using device,45768386,Aspiration needle
4179363,device,Has dir device,45767329,Cardiac resynchronization therapy implantable pacemaker
4179713,device,Using device,4290594,Endoscope
4179713,device,Using acc device,4290594,Endoscope
4179815,device,Using device,4009789,Electromyographic monitor and recorder
4180279,device,Has dir device,4218005,Tympanic ventilation tube
4180860,device,Has dir device,4166079,Ureteral catheter
4181025,device,Using device,45768093,Coronary angioplasty balloon catheter
