"concept_id","sex","patient_count_d1","patient_count_d2","denominator_d1","denominator_d2","prevalence_d1","prevalence_d2","log2_pr","se","ci_low","ci_high","ci_width","fold_diff","fold_ci_low","fold_ci_high","fold_ci_width","fold_symmetric","z","p_value","sig","meta_model_type","n_strata","tau2","I2","Q","pval_Q","lower_predict","upper_predict"
1073730,"F",27990,16731,1182443,969707,0.0236713313030734,0.0172536652823997,-0.537143210408436,0.168563213316218,-0.867521037626566,-0.206765383190306,0.66075565443626,0.689134165575586,0.548087813473323,0.866477755004262,0.318389941530939,1.45109624504652,-3.18659807107958,0.00143956673440868,TRUE,"Random-Effects",8,0.220297297313863,0.947111921878543,132.354970130028,2.02370799113938e-25,-1.71640305084949,0.642116630032616
1073730,"M",25551,16095,965983,888317,0.0264507760488539,0.0181185320105323,-0.563708511961292,0.122061839146848,-0.802945320575835,-0.324471703346749,0.478473617229087,0.67656079684239,0.573177816401137,0.798590766645556,0.225412950244419,1.4780637670216,-4.61822069781462,3.8704448672131e-06,TRUE,"Random-Effects",8,0.111017733973389,0.973313963571704,262.309467305444,6.62827074628208e-53,-1.402789776942,0.275372753019413
1075179,"F",1137,1320,679438,495910,0.00167344187401941,0.00266177330564014,0.711163794809512,0.0643747125812697,0.584991676635106,0.837335912983918,0.252344236348812,1.63712422174549,1.50003033511048,1.78674767749173,0.286717342381256,1.63712422174549,11.0472539028692,2.26023207361338e-28,TRUE,"Random-Effects",7,0,0,2.02523285542302,0.917363363263879,0.553644547680352,0.868683041938672
1075179,"M",508,656,457704,417015,0.0011098876129551,0.00157308490102274,0.45039918161416,0.263376246658688,-0.065808776220206,0.966607139448527,1.03241591566873,1.36641828092854,0.95540956392015,1.95423930109595,0.998829737175797,1.36641828092854,1.71009795806619,0.0872477603293317,FALSE,"Random-Effects",8,0.391024553020842,0.714059144187498,24.4805870084898,0.000937578237532896,-1.15404951633679,2.05484787956512
1242725,"F",2965,1591,843993,626448,0.00351306231212818,0.00253971598600363,-0.386697727083491,0.128633600414108,-0.638814951096859,-0.134580503070122,0.504234448026737,0.764878379181289,0.642240276883748,0.910934670397344,0.268694393513596,1.30739739443332,-3.00619531629839,0.00264539016626518,TRUE,"Random-Effects",6,0.0773913464519964,0.843256449910364,31.8992392168014,6.22054315226741e-06,-1.17456302603982,0.401167571872843
1242725,"M",2689,1464,456777,383962,0.00588689885874289,0.00381287731598439,-0.474629926833731,0.122472649217195,-0.71467190839064,-0.234587945276821,0.480083963113819,0.719651367825146,0.609343690448783,0.849927716214098,0.240584025765315,1.38956173045581,-3.87539528104773,0.00010645175293854,TRUE,"Random-Effects",6,0.0531324775032885,0.711430376186245,17.3268410372501,0.00391988652955354,-1.14560608757195,0.196346233904485
1242869,"F",442,409,203371,143041,0.00217336788430996,0.0028593200550891,0.680281200779662,0.30539898832922,0.0817101827394221,1.2788522188199,1.19714203608048,1.60245206432627,1.05827178151718,2.42645855564831,1.36818677413113,1.60245206432627,2.22751622230758,0.0259127928461108,TRUE,"Random-Effects",4,0.258488662826905,0.786773467157835,14.0695435976566,0.00281200412234576,-1.20719978691818,2.5677621884775
1242869,"M",72,82,36153,28188,0.0019915359721185,0.00290903930750674,0.557013014915566,0.243882447842311,0.0790122006831692,1.03501382914796,0.956001628464794,1.47122001804245,1.05629455825894,2.04913328821507,0.992838729956128,1.47122001804245,2.2839405617075,0.0223750243856777,TRUE,"Random-Effects",4,0.0141504235225091,0.0654801061169924,3.21020453351159,0.360337300831107,-0.306533524201176,1.42055955403231
1243618,"F",157,145,196116,138013,0.000800546615268515,0.00105062566569816,0.509855325587186,0.326547401902878,-0.13016582138758,1.14987647256195,1.28004229394953,1.42390739806171,0.913726421732979,2.21894894361211,1.30522252187913,1.42390739806171,1.56135165252005,0.118440802594799,FALSE,"Random-Effects",3,0.205790285618395,0.552341397341049,4.46769030712385,0.107115760706763,-1.89510621642802,2.91481686760239
1243618,"M",215,173,178389,148775,0.00120523126425957,0.00116282977650815,0.0116204206703749,0.163938156055828,-0.309692460890955,0.332933302231705,0.64262576312266,1.0080871878833,0.806813729266894,1.25957174687379,0.452758017606892,1.0080871878833,0.0708829533645458,0.943490910490091,FALSE,"Random-Effects",4,0,0,1.29073355719934,0.73133465250192,-0.510103958364519,0.533344799705268
1244366,"F",1860,1845,899399,709823,0.00206804766293936,0.00259923952872758,0.398799873277818,0.306090103468945,-0.201125705545453,0.998725452101089,1.19985115764654,1.31841071546758,0.869871555371551,1.99823388168761,1.12836232631606,1.31841071546758,1.30288391802997,0.192614395130016,FALSE,"Random-Effects",8,0.639625175397151,0.896393443204385,67.5632915184021,4.584539261397e-12,-1.62611987821057,2.4237196247662
